artist_name,track_name,release_date,genre,lyrics,topic,age
the 5th dimension,last night i didn't get to sleep at all,1972,pop,night sleep awake watch morning light wash away darkness lonely night lonely night night think maybe forget foolish pride hear number ring go cold inside night sleep know fault best know heart rest dream leave real replace replace night sleep sleep pill take waste time couldn close eye cause mind night sleep sleep sleep dream leave real replace replace night sleep sleep pill take waste time couldn close eye cause mind night sleep sleep sleep night sleep night sleep night,night/time,7
gilbert o'sullivan,alone again (naturally),1972,pop,little feel sour promise treat visit nearby tower climb throw effort clear like shatter leave stand lurch church people say tough stand point remain home naturally think yesterday cheerful bright look forward wouldn role play knock reality come mere touch little piece leave doubt exist desert hour need truly naturally hearts break world mend leave unattended naturally look years appear remember cry father die wish hide tear sixtyfive years mother rest soul couldn understand love take leave start heart badly break despite encouragement word speak pass away cry cry naturally naturally,sadness,7
gilbert o'sullivan,save it,1972,pop,save children forget sure want save love ones come matter care somebody save ask know truth know save priest husband answer like leave thing leave forget help mean abroad think change good save morning start learn lesson save remember carefree days longer somebody break heart know treat unfair think inside care anymore,world/life,7
helen reddy,and i love you so,1972,pop,know think love eye falter bring grief alter feel baby share life compare down survive stronger longer live overcome live greatest song singer years hear weary woman overflow cause know wouldn trade moon inside moon star twilight recall highlight world have dream come true comfortable dream come true song,world/life,7
pete townshend,sheraton gibson,1972,pop,sit sheraton gibson play gibson wanna home sit sheraton gibson play gibson feel blow mind wish home time want unkind sit sheraton gibson play gibson think bout barbeque sit sheraton gibson play gibson mind afternoon blow mind wish home time wanna unkind blow mind wish home time wanna unkind blow mind wish home time wanna unkind sit sheraton gibson play gibson wanna home,music,7
the partridge family,walking in the rain,1972,pop,want need someday someway meet kind real good look certain girl things like like walk rain like walk rain wish wish near kiss leave miss fight care know gonna right cause share like walk rain like walk rain wish wish like walk rain like walk rain wish wish like walk rain like walk rain wish wish like walk rain like walk rain wish,sadness,7
gene pitney,half heaven half heartache,1972,pop,arm reach kiss tenderly touch lips kiss half heaven half heartache lovin darlin forget know eye world dream wonder share fair half heaven half heartache love darlin strong away heartache life heaven earth yououooou half heaven half heartache love darlin strong away heartache life heaven earth yououooooou,romantic,7
roxy music,ladytron,1972,pop,girl girl get get lady want lover look gonna search start season reason connection hide intention close confuse lose suspect,sadness,7
wishbone ash,throw down the sword,1972,pop,throw sword fight lose cast away fury battle turn weary eye home time stand death door hop answer throw sword leave story time change walk road load journey wound soul time stand death door search answer,violence,7
mott the hoople,sea diver,1972,pop,morning shadow illspent time say time go try hard leave try sleep hours lord wish escape iron veil ride ride ride fail come go die grow like diver lose space sweet say lord wish escape iron veil ride right ride fail,sadness,7
poco,and settlin' down,1972,pop,furay singin song want listen want listen makin time makin smile thinkin thinkin settlin road agin hotel home hotel home wear face care miss woman miss woman settlin hummin sound hear music,music,7
dr hook,makin' it natural,1972,pop,gonna throw grass window crumple paper away speed cause gonna need little makin natural time stuff keen longer lean cause high head want panama gotta reach hand trade stash little cash simple golden wed band makin natural cause sorrow think start tomorrow cause sure right gonna throw window away cocaine bust spike flush million mikes acid right drain makin natural makin natural,obscene,7
bobby darin,simple song of freedom,1972,pop,come sing simple song freedom sing like sing tell people people want mister black hear want diamonds game want know life want come sing simple song freedom sing like sing tell people people want seven million list read lie speakin everybody mornin rise come sing simple song freedom sing like sing tell people people want brother solzhenitsyn busy drop friend line tell plowin land machine mind come sing simple song freedom sing like sing tell people people want doubt folks enjoy doin battle like presidents prime minister kings build shelve fight leave people sing come sing simple song freedom sing like sing tell people people want tellin people people want freedom freedom freedom people freedom,music,7
dr hook,when she cries,1972,pop,know lady lonely see fantasy fear lady hide share laughter hear lady cry hear lady cry cry make wanna bring brighten corner dark trouble sky cry see lyin lamplight hear whisper word come surprise share secret smile send lady cry lady gonna need cry cry make wanna bring bring lady criesfor cause lady gonna need cry,sadness,7
todd rundgren,just another onionhead / da da dali,1972,pop,bless turtle egg lawn paint pretty picture call rabbit fall hare begin play song want obvious obvious want obvious obvious want obvious obvious want obvious obvious tell groucho say onionhead onionhead onionhead virgin shut help prime baby butt holy water shoot save western mystic word pore face want obvious obvious want obvious obvious want obvious obvious want obvious obvious shave skull instead onionhead onionhead dada dali goodbye dada dali sigh soft alarm clock quake boil bean meet perignon station crutch dali lobster telephone friend stay seat watch dead mule know heat dada dali hello dada dali onionhead onionhead,violence,7
van dyke parks,jack palance,1972,pop,drink nightclub bosom friend come spend weekend look think family good heavens shout mama doin night club time roll start play hold break away,obscene,7
seals and crofts,hummingbird,1972,pop,hummingbird mankind wait come fly heavenly songbird wrong harm hummingbird lend wing soar atmosphere abha lift heaven holiness source hummingbird hummingbird away away hummingbird away away fragrance know reason hummingbird away away hummingbird away away sweetness nectar draw like know reason hummingbird away away hummingbird away away notice days get longer spirit voice whisper notice ray spirit stronger dawn hummingbird away away hummingbird away away hummingbird away away hummingbird away away alas come come till flower draught understand wisdom peace hummingbird away away hummingbird away away,sadness,7
roxy music,would you believe?,1972,pop,believe things come show show think come true sure life morning sight baby come show show think come true believe things,world/life,7
the beach boys,all this is that,1972,pop,thou oooo daybreak glide pool peace inside ways travel ways travel make difference life support wave mother divine precious kiss bring light wisdom gift eternal freedom ways travel nature make difference dusk time shadow fall timeless time ways travel golden auras glow omnipresent surround wisdom warm truly ways travel make difference guru thou thou guru thou thou guru guru guru guru guru guru guru thou guru guru guru,world/life,7
mott the hoople,ready for love / after lights,1972,pop,walk road wonder life lead roll bitter find take live know feel friend want stay want today ready baby ready ready baby ready know ready slow know go know talk ready feet better things bind happen dues surely pay tear time hard change know afraid want stay want today ready baby ready ready baby ready know ready slow know go know talk ready ready baby ready ready baby ready wooh,night/time,7
raspberries,i wanna be with you,1972,pop,older wouldn worry tonight baby wanna wanna darlin wanna yeah yeah wanna tonight night tonight know feel right come baby wanna someday long time wait long hold tight live forever tonight believe right close eye,night/time,7
van morrison,listen to the lion,1972,pop,come come tumblin come tumblin come tumblin listen listen listen listen listen inside inside shall search soul shall search search soul shall search soul shalla search ohah whoaah inside insidea sidea sideame sideame sidea sidea sideame sideame sidea sidea sideame sideame speak life strange tear fly tear like water fly water water water tear like water fly tear like water fly liona inside inside ohoh oohoh listen listen listen whoaoh whoaoooh listen listen listen sail saileda sail sail away denmark go denmark caledonia lookin brand start goin brand start lookin brand start heyyeah lookin brand start want brand start ohoooahoooahooo ooowah ooowah ooowah dadadada dadadadadada dadada yeah lookin brand start lookin brand start lookin brand start lookin abrand start whisper lookin brand start lookin brand start lookin brand start,obscene,7
bette midler,boogie woogie bugle boy,1972,pop,famous trumpet chicago boogie style play craft number come go draft army ablowin reveille boogiewoogie bugle company blow bugle uncle bring captain understand go draft band company jump play reveille boogiewoogie bugle company aroot atoot blow eighttothebar boogie rhythm blow note bass guitar playin ahahahand company jump play reveille boogiewoogie bugle company boogiewoogie bugle company play boogiewoogie bugle busy bzzzy play make company jump eighttothebar boogiewoogie bugle company tootdiddelyada tootdiddelyada toottoot blow eighttothebar blow note bass guitar ahahahand company jump play reveille boogiewoogie bugle company bugle solo put boys sleep boogie night wake early bright clap hand stamp feet cause know blow give beat whoawhoa break play reveille boogiewoogie bugle company aroot toot tototoot blow blow note bass guitar whoa company jump play reveille boogiewoogie bugle company,music,7
gene pitney,(the man who shot) liberty valance,1972,pop,liberty valance ride women folk hide hide liberty valance walk step aside point liberty understand come shoot straight fast mighty good east stranger come book hand kind need tame trouble land cause point liberty understand come shoot straight fast mighty good face fall shoot liberty valance shoot liberty valance bravest girl stay stay try build peaceful life free grow point liberty understand final showdown come pass book good afraid pray return fateful night night say go fight moment girl get grow thing learn face return hear shots ring shoot liberty fall shoot liberty valance shoot liberty valance bravest shoot liberty valance shoot liberty valance bravest,violence,7
mott the hoople,sweet jane,1972,pop,stand corner suitcase hand corset vest roll band rid stutz bearcat different time poets study rule ladies roll eye sweet sweet sweet banker clerk save money come home work sit radio aplay little classical music kid march wooden soldier hear sweet sweet sweet people like dance people work evil mother tell life dirt women faint villains blink eye children ones blush life heart wouldn want turn break play wouldn want turn hate sweet sweet sweet sweet sweet sweet sweet sweet sweet sweet sweet sweet sweet sweet,romantic,7
gene pitney,only love can break a heart,1972,pop,break heart mend night hurt darlin remember break heart mend know sorry prove kiss break heart mend agaiain harm forgive hold break heart mend agaiain break heart mend,sadness,7
paul simon,peace like a river,1972,pop,peace like river city long past midnight curfew starryeyed satisfy remember misinformation follow like plague know time time plan change plan change beat wire beat chain rule know outrun history train see glorious morning wake dream sleep reconcile gonna gonna gonna,world/life,7
nick drake,place to be,1972,pop,young younger truth hang door older face face older gotta clean place lyric commercial,violence,7
ricky nelson,garden party,1972,pop,go garden party reminisce friends share memories play songs garden party know recognize look right learn lesson people come bring walrus magic corner surprise hughes shoe wear disguise play songs think come hear music look say hello belong sing song honkytonk time leave open closet door step goode play guitar like aringin lookin like gotta play garden party wish luck memories sing drive truck,music,7
electric light orchestra,evil woman,1972,pop,fool break dream woman blue cause open road lead hole head rain come take body play woman cryin shame blame evil woman evil woman evil woman evil woman roll gold settle fool money soon separate ways fool lyin daze woman gonna destroy virtues lord give good feel pain better face board train evil woman evil woman evil woman evil woman evil woman hehehey hehehey hehey evil woman evil woman evil woman evil woman evil woman evil woman wrong tryin wail different song funny break wine drink come runnin time cry think smilin eye nice know place leave evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman evil woman,violence,7
bread,guitar man,1972,pop,draw crowd play loud baby guitar gonna steal know baby guitar bring high keep go place play night night treat right baby guitar radio listen guitar come face think like place keep drift away search songs play listen music like singalong want mean song message word home high bring keep move know make light begin flicker sound get voice begin falter crowd get notice place play play play,music,7
raspberries,go all the way,1972,pop,mama yeah whoo whoohoohoo right mamamama yeah whoo know complete till kiss say baby feel right feel right tonight hold close hold close coudn want till whisper lyric commercial,romantic,7
bread,baby i'm-a want you,1972,pop,baby want baby need care hurt maybe crazy live love affection give direction like guide light help darkest hour lately pray astaying life emotions pass feel know lately pray astaying life emotions pass come laugh teach baby want baby need take long baby baby want baby need,world/life,7
seals and crofts,i'll play for you,1972,pop,music seal dash crofts instrumental album play,music,7
the beach boys,here she comes,1972,pop,come breathe life thoughts go leave portrait soul roll madness go know devil dance gods defeat live crazy woman give give want live learn truth door know simple know hard easier change amaze fence search things need rely grow seed start promise live dream runaway water barely barely breathe roll road listen listen hear music play listen listen hear music play yeah listen listen hear music play listen listen hear music play,music,7
labi siffre,watch me,1972,pop,watch sparkle flame sing song play game come watch look smile night touch sweet feel tremble word away time rhyme watch fall like snow come things fall,music,7
seals and crofts,diamond girl,1972,pop,music seal dash crofts instrumental album girl,music,7
michael jackson,got to be there,1972,pop,morning say hello world bring bring good time girl feel moment know love look eye realize need share world morning welcome world girl say hello world need share world begin go know home yeah baby baby,world/life,7
raspberries,let's pretend,1972,pop,sleep nights wish help feel ought know away couldn hear things baby pretend tonight live forever close eye believe come true baby pretend spend night someday things gonna different someway promise alright couldn leave home baby pretend tonight live forever close eye believe come true baby pretend live spend night darlin darlin hold hold hold baby pretend tonight live forever close eye believe come true baby pretend live spend night baby pretend tonight live forever close eye believe come true baby pretend spend night,world/life,7
wishbone ash,time was,1972,pop,rearrange life rearrange world miss need memories aside live time things afraid cause couldn change mind turn table time need stop rearrange memory want change time wake feel pick feet grind time strong need help change take night give easy change live time things bother crime couldn start change history,world/life,7
big star,my life is right,1972,pop,walk lonely road share load come show stay light life right light life right right right right lonely days uncertainty disappear near life worthwhile long smile light life right light life right right right right life right walk lonely road share load come show stay light life right light life right right right right life right,night/time,7
todd rundgren,cold morning light,1972,pop,believe better world forget know dream night walk hollywood dance close friends end cold morning light wind leave heal start itch scratch open pain come indulge imaginations whims drink victorian face wear smile hearts bind lose time cold morning light peace rest believe try best condemn life restlessness hopeless dream close friends end cold morning light,world/life,7
paul simon,armistice day,1972,pop,armistice philharmonic play songs sing shuffle tune hang long draw blow excuse need friend like easy chair want weary wail come congressman avoid weary wait congresswoman tell congressman wait long time wait,night/time,7
simon & garfunkel,bookends,1972,pop,time time time innocence time confidences long photograph preserve memories leave,night/time,7
bread,yours for life,1972,pop,thing mind increase pulse go inside hatred payback bitch vengeance haunt wrong tough tear drive disappear act repay turn afraid longer act repay turn afraid longer fight things worse scream agony final beg life breathless time bleed vengeance take wrong tough tear drive disappear act repay turn afraid longer act repay turn afraid longer sweetest dream turn fear go darkest days fade away go wrong tough tear drive disappear wrong tough tear drive disappear act repay turn afraid longer act repay turn afraid longer yeah,sadness,7
can,spoon,1972,pop,star eye come bring long work plan yeah long gotta walk memphis cause know kick stick kick know aside concentrate kick stick hit take stitch brain cook gonna right oughta long gotta lift gonna walk tightrope gonna kick night hold change mind gonna walk tightrope gonna kick night hold change mind star eye come tennessee sky south street work plan yeah long gotta lift star eye,obscene,7
pete townshend,pure and easy,1972,pop,note pure easy play free like breathe ripple note eternal hear see forever blend forever listen hear music word word play guitar noise hear million people cheer child fly past rid people assemble civilization try kill merely scene changer bore live listen hear music word word play guitar noise hear million people cheer child fly past rid know success dream knock wall future see realize simple secret note listen hear music word word play guitar noise hear million people cheer child fly past rid today sound curdle mountains flow blow destroy vibration earth challenge except note except note pure easy play free like breath ripple except note except note listen note listen pure easy note listen pure easy note listen pure easy note listen pure easy note listen pure easy note listen pure easy note listen pure easy note listen pure easy,music,7
can,sing swan song,1972,pop,like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song,music,7
paul simon,everything put together falls apart,1972,pop,paraphernalia hide break bone know want plain blind folks crazy walk borderline watch take down sleep start change style happen spare heart sooner later fall apart good police come dead remember say,sadness,7
poco,a good feelin' to know,1972,pop,need good lovin come home free lifetime blue time feelin burnin deep inside soul baby home good feelin know good feelin know good feelin know somebody love colorado mountains distant bringin tear good feelin good feelin know good feelin somebody love need good lovin come home free lifetime blue time feelin burnin deep inside soul baby home good feelin good feelin good feelin know somebody love good feelin know good feelin know good feelin know good feelin yeah good feelin good feelin know good feelin good feelin lord good feelin good feelin good feelin good feelin good feelin good feelin good feelin good feelin good feelin good feelin good feelin,feelings,7
neil sedaka,solitaire,1972,pop,lonely lose indifference heart care go unshared die silence solitaire game road take take life go play solitaire keep begin deal hearts conceal lose game come deal little go smoke go go say lonely command hand play solitaire game road take take life go play solitaire keep begin deal hearts conceal lose game come deal solitaire game road take take life go play solitaire,sadness,7
the brady bunch,it's a sunshine day,1972,pop,think walk outside summer callin hear stay inside gotta ray everybody smilin everybody laughin everybody today think walk outside summer know acallin gotta gotta gotta away gotta away away away away hear callin think walk everyday summer stay inside gotta ray everybody smilin everybody laughin everybody today hear callin think walk outside summer callin hear stay inside gotta ray everybody smilin everybody laughin everybody today everybody smilin everybody laughin everybody today,sadness,7
wishbone ash,the king will come,1972,pop,come thunder roll drum evil sons overrun count sin judgment come checkerboard nights days save fall earth pray judgment come claim word prophet stone hand poison revelation sign sand checkerboard nights days save fall earth pray judgment come claim word prophet stone hand poison revelation sign sand,violence,7
four tops,(it's the way) nature planned it,1972,pop,baby fight nananow nananow nananow nananow nananow comin baby nananow nananow nananow nananow nananow know long tree live reason grow nature plan question darling know clear nature plan lord love paint clear blue nature plan mean mean mean stay nature plan nature plan long go heart ache leave girl life cause nature plan mean mean mean stay nature plan girl nature plan fight baby nananow nananow nananow nananow nananow come girl nananow nananow nananow nananow nananow clear cause nature plan mother nature plan like star beautiful heaven nature plan nature plan mean mean stay yeah grow nature plan river flow nature plan mean mean mean mean stay rain nature plan feel nature plan girl mean mean stay,world/life,7
harry nilsson,you're breakin' my heart,1972,pop,breakin heart tear apart fuck want good time blue boogaloo tramp dance breakin heart tear apart fuck breakin heart tear apart boohoo step breakin glass drive goin insane blame fuck gotta leave leave breakin heart tear apart fuck gotta leave leave breakin heart tear apart,sadness,7
todd rundgren,zen archer,1972,pop,pretty feather fall pretty lady call pink midnight lover star water yellow moon rise disguise pretty die silver arrow lie rivers blood oceans tear life death death reason unite nations greatest expectations moment realize dark figure slip pretty close eye pretty die pretty thing dead shaft archer part forget outlook rotten attitude match find relief inside hatchet halve boulder justifiability hand beholder know people mountains pain valleys death life life mean promise keep break speak surely ears dark figure slip pretty close eye pretty die pretty thing dead shaft archer,violence,7
bread,just like yesterday,1972,pop,like yesterday come mind away like time things hearts away knees pray kind woman astray time mind heart straight away past fade away face think things bring make wonder like yesterday come mind away,sadness,7
michael jackson,we've got a good thing going,1972,pop,girl chemistry close sure raise temperature bout degrees everyday yeah make motor purr reciprocate life dedicate lovin good thing go real good thing go yeah girl cause know gonna eternally tell understand hand alibi instead make nice good thing go real good thing go yeah girl cause know gonna eternally,feelings,7
the supremes,automatically sunshine,1972,pop,baby life highway automatically road rough travel walk barefoot life gravel express automatically mean success mystery life doubt work cause care rain pour automatically baby automatically thing know go follow worry setback home hurry courage live long live,world/life,7
carole king,been to canaan,1972,pop,green field roll hill room sweet dream yestertime run mind place leave long remember canaan wanna long live till cause canaan rest content long demand need promise land long remember canaan wanna long live till cause canaan rest want wintertime fireplace burn warm hold long remember canaan wanna long live till cause canaan rest canaan rest,world/life,7
roxy music,2hb,1972,pop,move screen dream celluloid picture live death kill people romantic smoky nightclub situation cigarette trace ladder look celebrate years look wipe away tear long time forever ideal fly away white jacket black wing give away hero word express mean note spell score find keep lesson look hard forget look memory stay linger fade away,sadness,7
neil diamond,holly holy,1973,pop,holy eye dream believe holy holy dream want come like wind holy sing song sing song songs sing sing strong yeah yeah dead night gonna rise touch walk upright lame gonna yeah holy lonely child seed tomorrow holy sing song sing song songs sing sing strong yeah yeah dead night gonna rise touch walk upright lame gonna yeah holy dream dream bout holy holy rain holy,music,7
donny osmond,the twelfth of never,1973,pop,need explain need darling like roses need rain long tell true twelfth love hold close hold close melt heart like snow till bluebells forget bloom till clover lose perfume till poets rhyme twelfth long long time twelfth long long time long long time,romantic,7
mott the hoople,honaloochie boogie,1973,pop,city child deadend smile worm seye point view know backstreet stray eye friend know kinda automobeat street convert roll wanna dance honaloochie boogie yeah time worry bout shirt shine honaloochie boogie yeah sure start somethin hair get longer beat get stronger wanna tell news kick outta guitar lick sell steeltoed shoe friend spider westsider know hang protection rejection thing light wanna dance honaloochie boogie yeah time worry bout shirt shine honaloochie boogie yeah sure start somethin honaloochie boogie yeah time worry bout shirt shine honaloochie boogie yeah sure start somethin honaloochie boogie yeah time worry bout shirt shine honaloochie boogie yeah sure start somethin,obscene,7
andy williams,a song for you,1973,pop,place life time sing songs rhyme act stag thousand people watch singin song know image treat unkindly baby baby important baby baby cause singin song teach precious secrets truth withholdin nothin come hide better word come listen listen cause hide place space time life friend friend life remember singin song singin song singin song singin song,world/life,7
10cc,sand in my face,1973,pop,look mirror look stone weakling dynamic tension wait dynamic tension open magazine girl shoulder pant dynamic tension dynamic tension hero go beach real terrible shape chick see mother kick sand face tell hand like ham knees like tree surfboard atlas bring lose girl beach reach atlas bring body advert convince money guarantee stronger leave disgrace yeah take girlfriend kick sand face eye ears nose dynamic tension wait dynamic tension dynamic tension dynamic tension dynamic tension dynamic tension,violence,7
electric light orchestra,ocean breakup / king of the universe,1973,pop,make ready gotta know life come shine golden sunrise tragic daydream afraid universe earth universe universe,world/life,7
electric light orchestra,mama,1973,pop,come country smile leave blue horizon home lonely girl travel days lonely heart say mama hard life go mama hard feel fool lose clear life near mama lonely life morning rider come wander hill wanderin soul appearin rainy windowsills loser heart face smile say mama hard life go mama hard feel fool lose clear life near mama lonely life midnight maiden madness search place gateway city night shadow face lady lose stare leave world life start say mama hard life go mama hard feel fool lose clear life near mama hard life go mama hard feel fool lose clear life near,world/life,7
the hollies,the air that i breathe,1973,pop,wish think pass think anythin need cigarettes sleep light sound book read make leave peaceful warm tire leave desire peace come leave weak sleep silent sleep need breathe need breathe need breathe peace come leave weak sleep silent sleep need breathe need breathe need breathe need breathe need breathe need breathe need breathe,violence,7
the diamonds,little darlin',1973,pop,little darlin little darlin loveah wrongah wayah loveah darlin need wrong hold little hand know soon grand hold hand dearah wrongah wayah loveah,romantic,7
harry nilsson,it had to be you,1973,pop,sigh dont forget lovers fate keep say fall wander finally somebody true blue think see mean cross boss wouldnt give thrill fault wonderful,world/life,7
neil diamond,everybody's talkin',1973,pop,everybody talkin hear word sayin echo mind people stoppin starin face shadow eye goin keep shinin pourin rain goin weather suit clothe bankin northeast wind sailin summer breeze skippin ocean like stone people stoppin starin face shadow eye goin keep shinin pourin rain goin weather suit clothe bankin northeast wind sailin summer breeze skippin ocean like stone everybody talkin,obscene,7
orleans,tongue-tied,1973,pop,able loud watch crowd baby soon happen want dance tell feel word body stand tongue tie speak say tongue tie feet guy hand line like sweet talk guess fine deceive grandiose plan know tell feel word body stand tongue tie speak say tongue tie feet tell effect guess body english people talk days funky music pass craze start shake talk yeah tell feel word body stand tongue tie speak say tongue tie feet tongue tie speak baby baby baby tongue tie feet,violence,7
the miracles,i love you secretly,1973,pop,sentimental reason believe heart long mean love heart think morning dream night darling lonely sight pour raisons sentimentales espere crois donne coeur sentimental reason believe give heart believe give heart,world/life,7
the platters,only you (and you alone),1973,pop,world right darkness bright thrill like heart change true destiny hold hand understand magic dream come true change true destiny hold hand understand magic dream come true,romantic,7
bob dylan,lily of the west,1973,pop,come louisville pleasure damsel lexington please mind cheek lips like arrows pierce breast bore court lovely pleasure turn unto sore distress mind rob liberty deprive rest lovely away yonder shady high degree converse strange answer give sore oppress betray step rival dagger hand seize collar body stand see desperation pierce breast lovely stand trial plea place witness commence swear life away deprive rest faithless,violence,7
abba,love isn't easy (but it sure is hard enough),1973,pop,remember time sweet sweet talk hear look make leave morning hardly say goodbye choose wouldn time grow darling know gotta sensation time get rough easy sure hard sweet sweet bittersweet give reason live things tough easy sure hard sweet sweet bittersweet moment treat like queen give lot present listen look think talk choose wouldn time grow darling know gotta sensation time get rough easy sure hard sweet sweet bittersweet give reason live sweet sweet bittersweet sweet sweet bittersweet things tough easy sure hard sweet sweet bittersweet sweet sweet bittersweet sensation sweet sweet bittersweet time get rough easy sure hard sweet sweet bittersweet give reason live sweet sweet bittersweet sweet sweet bittersweet things tough easy sure hard sweet sweet bittersweet,romantic,7
the beach boys,leaving this town,1973,pop,long want feel near need deep inside roll hold like know long long time hard hard hard notice change days friends go leave night come round feel weight come afraid lose dream want understand try best easy lose head peace search happiness want know stay know wake dream reflections realities heavenly angels guide help decide path mean,world/life,7
slade,coz i luv you,1973,pop,laugh boohoohoo turn things lack like things change things spot smile smile clown like things change things oooh yeah bite gonna flip flip apart reach heart like things change things time tell pass sighighigh like things change things,world/life,7
the j geils band,make up your mind,1973,pop,mind waitin want standin waitin night baby girl right mind mind girl mind late tryin close believe things tell baby gonna goodbye stayin mind mind girl mind late girl believe tellin time hesitate turn away mind mind girl mind late late late late late come baby mind mind late mind late mind late mind late mind late mind late late late late mind mind late mind mind mind mind,night/time,7
gladys knight & the pips,midnight train to georgia,1973,pop,mmmm prove couldn leavin life come know say goin say goin goin leave world world leave long leave leavin midnight train leavin midnight train say goin goin simpler place time take ride guess gonna right know midnight train leave midnight train live world live world keep dreamin dreamin someday superstar sure hard dream come true dream come true pawn hop sell buy ticket life know say leavin leavin midnight train leave midnight train say goin goin simpler place time take ride guess gonna right gonna know midnight train leave midnight train live world live world live world leave leave midnight train leave midnight train say go go simpler place time take ride guess gonna right know midnight train leave midnight train live world live world live world gonna board midnight train ride gonna board gotta board midnight train gonna board midnight train world world world world world world world world girl world world world girl,world/life,7
raspberries,tonight,1973,pop,raspberries miscellaneous tonight smile eye want arm tonight look young know romance smile tonight tonight tonight tonight baby tonight make tonight tonight gonna tonight tonight know wrong right know feel tonight look young know romance know mean smile tonight sleep baby tonight wanna feel good inside baby tonight feel tonight come come come come come baby tonight,night/time,7
roxy music,a song for europe,1973,pop,cafe think remember moments lose wonder world oyster memories seine notredame cast long lonely sorrow tomorrow today share yesterday cities change remain obsession silken water gondola glide bridge sigh remember moments lose wonder time share yesterdays ecce momenta mirabilia quae captabit aeternum memor modo sunt die reliquum vero tantum comminicamus perdita tous moments perdus dans enchantement reviendront jamais aujourd pour nous pour nous rien partager sauf passé,world/life,7
the beach boys,the trader,1973,pop,trader trader sail jewel crown humanity row explore command land scheme rule wave trader spy virgin plain name rob write home declare place totally folks free happily completely nourishment fill prairies hillsides animals stalk mountains seaside fish abound lakes bird sky sign sincerely trader jewel land occupy come humans second look couldn write name shame trader say good folks wear rob write home ask help breast like banish prairies hillsides clear mountains seaside want lakes reply sign sincerely trader crown okay clear humanity civilize make change single shop spring prairies hillsides roads mountains seaside kind flee hide sincerely cry make softly like even try make create gently like morning breeze life ease eye tomorrow time hours pass flower reason live embrace like merge stream cry dream make beg intently slight reprieve night ease hand touch sorrow force power pierce crust tower reason live hop like bud humble show make struggle lonely like desert field break seal real ears hear shower sun tomorrows burn flesh sorrow reason live reason continue reason reason live reason live reason live,world/life,7
can,bel air,1973,pop,hate story store right start hate come start gown party stay hide come start run shred head come start gown spin spin spin spin alive spin spin spin spin alive spin spin spin spin alive spin spin spin spin alive spin spin spin spin alive spin spin spin spin alive spin alive break break die break wall tonight break tonight die yeah come speed life come wait goal make speed life break walk goal come speed life come wait goal make speed life break walk goal break know speak know wake know spin alive break know speak know wake know spin alive break know speak know wake know spin alive break know speak know wake know spin alive,violence,7
the beach boys,all summer long,1973,pop,sit outside house sit outside house remember spill coke blouse tshirts cutoffs pair thongs tshirts cutoffs pair thongs have summer long summer long summer long free long summer time summer time miniature golf hondas hill miniature golf hondas hill ride horse thrill hear song hear song have summer long hear song hear song have summer long have summer long have summer long have summer long have summer long have summer long,music,7
michael jackson,all the things you are,1973,pop,promise kiss springtime make lonely winter long breathless hush even tremble brink lovely song glow light dearest things know arm hold someday know moment divine things glow light dearest things know arm hold someday know moment divine things yeah yeah things things things things,romantic,7
brian eno,blank frank,1973,pop,blank messenger doom destruction look sideways particular skill leave bomb people driveways blank memory cold iceberg time speak proverbs blank siren airraid crater menu table knife,violence,7
wings,my love,1973,pop,away know heart stay understand hand good wowo wowo good cupboard bare understand good wowo wowo good hold good wowo wowo good goodbye understand good wowo wowo wowo wowo good good wowo wowo,feelings,7
electric light orchestra,new world rising / ocean breakup reprise,1973,pop,smile blue world feel like spring bell ring little tune daylight hear sound goodmornin doin doin fine nearly go sorrow care join know timeout like work play wander slowly bright laugh believe goin round world risin everybody kick blue away today evermore sorrow care smile world feel like spring bell ring little tune,music,7
wings,the mess,1973,pop,sail away night hear soon long loon sweet darling mess speak tattoo say see sign laugh laugh sweet darling mess want need number number near hear feel near hear sweet darling sweet darling sweet darling mess mess mess adlib,romantic,7
pete townshend,the real me,1973,pop,go doctor shrink tell weekend betray think real doctor real doctor go mother say crazy help say know feel cause run family real mother real mother real real real real crack pave stone look like rivers flow vein strange people know peep window pane girl live yellow house yesterday pass want know real real go holy lie hate scare little show golden gate tell real holy real real real roll go evil wrong funny best friend turn good long stop get letter people turn publisher want memoir limousines black real roll roll real real real people,feelings,7
john cale,half past france,1973,pop,suppose train long dunkirk paris people asleep awake look halfpast things different norway cold wonder dundee hollweg know fool wish simple alive dead pray daily bread time away float away home belong afraid dark anymore mountains molehills berlin care people bore simple alive dead pray daily bread time away float away float away float away float away float,sadness,7
ringo starr,have you seen my baby,1973,pop,see baby avenue know drive crazy funny things see milkman ridin street baby milkman send home hold hold hold hold hold hold know long go hold hold hold see gypsies dancin woods unfaithful good say talk strangers baby say talk strangers want cause stranger hold hold hold hold hold hold know long go hold hold hold alright hold hold hold hold hold hold know long go hold hold hold hold hold hold,romantic,7
